Service Area,Account Description,Creditor,Journal Date,Journal Reference,Total
Children's Family Services,Food Costs,MCDONALDS,09/05/2016,7997,9.74
Children's Family Services,Other Services,AMFBOWLING.CO.UK,09/05/2016,7998,16.65
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,09/05/2016,8002,18
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,09/05/2016,8002,138.4
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,09/05/2016,8013,12
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,10/05/2016,8020,19.9
Children's Family Services,Food Costs,SAINSBURYS 0513,10/05/2016,8021,76.72
Children's Family Services,Other Services,ASDA SUPERSTORE,04/04/2016,7672,10
Children's Family Services,Food Costs,CO-OP GROUP FOOD,04/04/2016,7673,6.98
Children's Family Services,Food Costs,EDDIES MEAT MARKET,12/05/2016,8037,18
Children's Family Services,Building Repairs & Maintenance,HOMEBASE LTD 024,12/05/2016,8038,49.06
Children's Family Services,Food Costs,TESCO STORE 2296,13/05/2016,8050,22.11
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,16/05/2016,8055,30
Children's Family Services,Other Transfer Payments to Soc,IKEA,16/05/2016,8056,16.5
Children's Family Services,Equipment and Materials Purcha,IKEA,16/05/2016,8057,8.21
Children's Family Services,Other Services,VUE BSL LTD,04/04/2016,7687,21.58
Children's Family Services,Other Services,CO-OP GROUP 180240,04/04/2016,7688,8.82
Children's Family Services,Food Costs,TESCO STORES 2296,04/04/2016,7689,2.74
Children's Family Services,Food Costs,TESCO STORES 2296,04/04/2016,7690,4
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,05/04/2016,7695,25
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,05/04/2016,7695,117.66
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,16/05/2016,8062,24.94
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,16/05/2016,8065,32.81
Children's Family Services,Food Costs,SAINSBURYS 0513,16/05/2016,8066,142.31
Children's Family Services,Other Services,VUE BSL LTD,16/05/2016,8073,32.87
Children's Family Services,Food Costs,CO-OP GROUP 180240,16/05/2016,8074,9.7
Children's Family Services,Other Transfer Payments to Soc,NTWENTYTWO,16/05/2016,8075,60
Children's Family Services,Other Transfer Payments to Soc,CARPHONE WAREHOUSE,17/05/2016,8077,39.99
Children's Family Services,Building Repairs & Maintenance,WICKES,08/04/2016,7712,3.32
Children's Family Services,Cleaning and domestic material,ASDA SUPERSTORE,08/04/2016,7713,3.1
Children's Family Services,Food Costs,ASDA SUPERSTORE,08/04/2016,7713,42.1
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,17/05/2016,8087,17.4
Children's Family Services,Food Costs,SAINSBURYS 0513,17/05/2016,8088,126.35
Children's Family Services,Food Costs,BURGER KING,17/05/2016,8091,12.58
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,17/05/2016,8092,14.3
Children's Family Services,Food Costs,L B BARNET PARKING,17/05/2016,8093,1.3
Children's Family Services,Equipment and Materials Purcha,WILKO RETAIL LIMIT,17/05/2016,8094,0.45
Children's Family Services,Food Costs,EDDIES MEAT MARKET,18/05/2016,8095,20
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,11/04/2016,7726,10
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,11/04/2016,7726,130.85
Children's Family Services,Other Services,VUE BSL LTD,11/04/2016,7731,43.16
Children's Family Services,Other Services,CO-OP GROUP 180240,11/04/2016,7732,14.2
Children's Family Services,Other Transfer Payments to Soc,TESCO STORES 2296,11/04/2016,7733,10.9
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,19/05/2016,8109,6.99
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,19/05/2016,8110,2.98
Children's Family Services,Food Costs,ASDA SUPERSTORE,19/05/2016,8120,58.94
Children's Family Services,Food Costs,SAINSBURYS SACAT 0637,20/05/2016,8123,12.15
Children's Family Services,Food Costs,SAINSBURYS SACAT 0637,20/05/2016,8124,10.1
Children's Family Services,Building Repairs & Maintenance,HOMEBASE LTD 024,04/03/2016,7326,8.52
Children's Family Services,Other Transfer Payments to Soc,TESCO STORE 2296,12/04/2016,7742,10.9
Children's Family Services,Food Costs,TESCO STORE 2296,12/04/2016,7743,7.03
Children's Family Services,Food Costs,TESCO STORE 2296,12/04/2016,7744,93.08
Children's Family Services,Food Costs,CO-OP GROUP FOOD,12/04/2016,7745,0.89
Children's Family Services,Other Transfer Payments to Soc,TESCO STORES 2296,13/04/2016,7759,7.7
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,23/05/2016,8141,32.95
Children's Family Services,Food Costs,SAINSBURYS 0513,23/05/2016,8142,166.18
Children's Family Services,Other Transfer Payments to Soc,TESCO STORES 2296,23/05/2016,8146,6.9
Children's Family Services,Other Transfer Payments to Soc,CLAIRE'S ACCESSORIES,07/03/2016,7362,12.5
Children's Family Services,Food Costs,STARBUCKS,07/03/2016,7363,9.48
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,14/04/2016,7772,2.5
Children's Family Services,Food Costs,SAINSBURYS 0513,14/04/2016,7772,32.5
Children's Family Services,Other Services,CO-OP GROUP 180240,14/04/2016,7774,11.12
Children's Family Services,Food Costs,TESCO STORES 2296,14/04/2016,7775,1.4
Children's Family Services,Other Transfer Payments to Soc,TESCO STORES 2296,14/04/2016,7776,23.97
Children's Family Services,Other Services,AMFBOWLING.CO.UK,14/04/2016,7777,34.96
Children's Family Services,Food Costs,CO-OP GROUP FOOD,15/04/2016,7780,10.1
Children's Family Services,Cleaning and domestic material,ASDA SUPERSTORE,15/04/2016,7782,24.21
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,15/04/2016,7782,6.6
Children's Family Services,Food Costs,ASDA SUPERSTORE,15/04/2016,7782,41.58
Children's Family Services,Publications,MR P K PATEL,18/04/2016,7786,201
Children's Family Services,Food Costs,MCDONALDS,23/05/2016,8147,16.36
Children's Family Services,Food Costs,MCDONALDS,23/05/2016,8148,3.07
Children's Family Services,Other Transfer Payments to Soc,VUE BSL LTD,23/05/2016,8149,9.99
Children's Family Services,Food Costs,CO-OP GROUP 180240,23/05/2016,8150,15.86
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,23/05/2016,8151,17.5
Children's Family Services,Other Services,VUE BSL LTD,23/05/2016,8152,68.35
Children's Family Services,Food Costs,MCDONALDS,23/05/2016,8153,0.99
Children's Family Services,Travelling Expenses,3039 ARAMARK LTD C,23/05/2016,8154,1.3
Children's Family Services,Food Costs,SAINSBURYS 0637,24/05/2016,8157,112.39
Children's Family Services,Food Costs,SAINSBURYS 0513,08/03/2016,7375,126.21
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,08/03/2016,7376,21.7
Children's Family Services,Travelling Expenses,STRATFORD TICKET OFFIC,09/03/2016,7382,26.9
Children's Family Services,Other Services,SPORTSDIRECT 163,18/04/2016,7787,29.98
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,18/04/2016,7788,16.1
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,18/04/2016,7788,163.35
Children's Family Services,Food Costs,SAINSBURYS 0513,26/05/2016,8188,59.4
Children's Family Services,Food Costs,ASDA SUPERSTORE,10/03/2016,7402,76.29
Children's Family Services,Equipment and Materials Purcha,HOMEBASE LTD 024,11/03/2016,7409,42.87
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,19/04/2016,7820,25.6
Children's Family Services,Food Costs,SAINSBURYS 0513,19/04/2016,7821,133.07
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,27/05/2016,8197,39.85
Children's Family Services,Food Costs,SAINSBURYS 0513,27/05/2016,8198,126.77
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,30/05/2016,8209,5
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,30/05/2016,8209,160.55
Children's Family Services,Other Services,SPORTSDIRECT 163,14/03/2016,7423,14.99
Children's Family Services,Food Costs,CO-OP GROUP FOOD,21/04/2016,7851,14.05
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,01/06/2016,8223,3.6
Children's Family Services,Food Costs,SAINSBURYS 0513,01/06/2016,8223,87.93
Children's Family Services,Food Costs,CO-OP GROUP 180240,01/06/2016,8226,15.09
Children's Family Services,Other Services,VUE BSL LTD,01/06/2016,8227,53.45
Children's Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 380,02/06/2016,8229,39.5
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,02/06/2016,8230,9.95
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,02/06/2016,8237,37.5
Children's Family Services,Food Costs,ASDA SUPERSTORE,02/06/2016,8237,29.75
Children's Family Services,Food Costs,TESCO STORE 2296,25/04/2016,7874,21.3
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,25/04/2016,7879,34.85
Children's Family Services,Food Costs,SAINSBURYS 0513,25/04/2016,7886,134.45
Children's Family Services,Stationery,WHSMITH.CO.UK,25/04/2016,7887,55.92
Children's Family Services,Other Services,VUE BSL LTD,25/04/2016,7888,3
Children's Family Services,Other Services,VUE BSL LTD,25/04/2016,7889,29.87
Children's Family Services,Other Services,VUE BSL LTD,25/04/2016,7890,39.17
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,02/06/2016,8241,3
Children's Family Services,Other Transfer Payments to Soc,CEX,02/06/2016,8242,100
Children's Family Services,Other Services,AMFBOWLING.CO.UK,03/06/2016,8244,52.5
Children's Family Services,Food Costs,MCDONALDS,03/06/2016,8245,19.08
Children's Family Services,Other Services,SMYTHS TOYS UK LTD,03/06/2016,8246,40.03
Children's Family Services,Food Costs,MCDONALDS,03/06/2016,8247,0.83
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,03/06/2016,8248,52
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,03/06/2016,8259,11
Children's Family Services,Other Services,COOPERS OF BARNET,26/04/2016,7897,18.99
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,26/04/2016,7901,12.06
Children's Family Services,Food Costs,ASDA SUPERSTORE,26/04/2016,7902,44.41
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,27/04/2016,7911,34
Children's Family Services,Food Costs,SAINSBURYS 0513,27/04/2016,7912,130.9
Children's Family Services,Other Services,VUE BSL LTD,21/03/2016,7513,18.58
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,28/04/2016,7922,13.25
Children's Family Services,Food Costs,ASDA SUPERSTORE,28/04/2016,7922,14.77
Children's Family Services,Other Services,DVLA DRIVER ONLINE,29/04/2016,7931,34
Children's Family Services,Food Costs,SAINSBURYS 0513,21/03/2016,7533,68.5
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,21/03/2016,7534,18.1
Children's Family Services,Travelling Expenses,BABA CONFECTIONERY,22/03/2016,7538,13.59
Children's Family Services,Food Costs,TESCO STORES 2296,29/04/2016,7943,9.19
Children's Family Services,Other Services,ASDA SUPERSTORE,02/05/2016,7948,26.95
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,02/05/2016,7953,7.16
Children's Family Services,Stationery,AMAZON EU,02/05/2016,7954,9.37
Children's Family Services,Other Services,VUE BSL LTD,06/06/2016,8261,3
Children's Family Services,Other Services,VUE BSL LTD,06/06/2016,8262,41.71
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,06/06/2016,8266,8.97
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,06/06/2016,8267,2.78
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,06/06/2016,8268,11.25
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,06/06/2016,8269,3.4
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,06/06/2016,8270,41.04
Children's Family Services,Food Costs,SAINSBURYS 0513,06/06/2016,8271,134.35
Children's Family Services,Other Transfer Payments to Soc,POUNDLAND,07/06/2016,8285,6.05
Children's Family Services,Travelling Expenses,LUL TICKET MACHINE,07/06/2016,8286,10
Children's Family Services,Other Transfer Payments to Soc,PEACOCK STORES LTD,07/06/2016,8287,17.05
Children's Family Services,Cleaning and domestic material,AMAZON UK MARKETPLACE,07/06/2016,8294,56.91
Children's Family Services,Food Costs,NANDOS FINCHLEY,07/06/2016,8306,22.9
Children's Family Services,Food Costs,NANDOS FINCHLEY,07/06/2016,8307,37
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,08/06/2016,8316,39.3
Children's Family Services,Food Costs,SAINSBURYS 0513,08/06/2016,8317,142.61
Children's Family Services,Building Repairs & Maintenance,WICKES,09/06/2016,8321,44.66
Children's Family Services,Stationery,SPRINT PRINTERS & STAT,09/06/2016,8325,4.98
Children's Family Services,Food Costs,ASDA SUPERSTORE,09/06/2016,8327,21.88
Children's Family Services,Food Costs,SEKER,10/06/2016,8335,5.94
Children's Family Services,Building Repairs & Maintenance,SCREWFIX,13/06/2016,8345,13.33
Children's Family Services,Building Repairs & Maintenance,SCREWFIX,13/06/2016,8346,48.23
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,13/06/2016,8347,18
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,13/06/2016,8350,3.26
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,13/06/2016,8351,30.5
Children's Family Services,Food Costs,SAINSBURYS 0513,13/06/2016,8352,129.36
Children's Family Services,Food Costs,TESCO STORES 2296,13/06/2016,8359,2.5
Children's Family Services,Food Costs,KFC - SOUTHGATE,13/06/2016,8360,6.62
Children's Family Services,Other Services,CINEWORLD WOO AT,13/06/2016,8361,18.7
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,13/06/2016,8362,6.75
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,14/06/2016,8369,1.89
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,14/06/2016,8370,4.99
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,14/06/2016,8376,39.18
Children's Family Services,Food Costs,SAINSBURYS 0513,14/06/2016,8377,141.02
Children's Family Services,Food Costs,KFC - SOUTHGATE,14/06/2016,8379,4.12
Children's Family Services,Food Costs,MCDONALDS,14/06/2016,8380,2.49
Children's Family Services,Food Costs,MCDONALDS,14/06/2016,8381,1.33
Children's Family Services,Food Costs,KFC - SOUTHGATE,14/06/2016,8382,3.32
Children's Family Services,Food Costs,ASDA SUPERSTORE,16/06/2016,8398,19.87
Children's Family Services,Other Transfer Payments to Soc,TESCO STORES 2296,16/06/2016,8407,3.3
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,17/06/2016,8418,57.97
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,17/06/2016,8419,19.98
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,17/06/2016,8420,21.99
Children's Family Services,Food Costs,TESCO STORES 6412,17/06/2016,8421,4.75
Children's Family Services,Other Transfer Payments to Soc,TESCO STORE 2296,17/06/2016,8422,5.75
Children's Family Services,Other Transfer Payments to Soc,TESCO STORE 2296,17/06/2016,8423,4.25
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,17/06/2016,8424,-57.97
Children's Family Services,Other Services,VUE BSL LTD,20/06/2016,8426,37.63
Children's Family Services,Other Services,WWW.THE-CHALLENGE.ORG,20/06/2016,8427,45
Children's Family Services,Food Costs,TESCO STORE 2296,20/06/2016,8436,142.31
Children's Family Services,Cleaning and domestic material,TESCO STORE 2296,20/06/2016,8437,37.5
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,22/06/2016,8481,27.86
Children's Family Services,Food Costs,SAINSBURYS 0513,22/06/2016,8482,168.55
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,23/06/2016,8492,4
Children's Family Services,Food Costs,ASDA SUPERSTORE,23/06/2016,8492,30.25
Children's Family Services,Food Costs,MAKCARIES CENTRAL PARA,27/06/2016,8518,10.79
Children's Family Services,Food Costs,XLNT CAFE,27/06/2016,8519,10.25
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,27/06/2016,8523,6.19
Children's Family Services,Stationery,"AMAZON SVCS EUROPE,SAR",27/06/2016,8524,6.56
Children's Family Services,Stationery,AMAZON EU,27/06/2016,8525,10.52
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,27/06/2016,8526,16.9
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,27/06/2016,8526,191.89
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,28/06/2016,8544,1.99
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,28/06/2016,8545,17.25
Children's Family Services,Food Costs,SAINSBURYS 0513,28/06/2016,8546,110.3
Children's Family Services,Food Costs,MCDONALDS,29/06/2016,8558,12.54
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,29/06/2016,8563,9.98
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,30/06/2016,8585,3
Children's Family Services,Food Costs,ASDA SUPERSTORE,30/06/2016,8585,34.04
Children's Family Services,Food Costs,MOTO BURGER KING,01/07/2016,8602,17.47
Children's Family Services,Other Services,AMFBOWLING.CO.UK,25/07/2016,8888,20.99
Children's Family Services,Food Costs,TESCO STORE 2296,19/08/2016,9153,56.88
Children's Family Services,Other Services,AMFBOWLING.CO.UK,23/08/2016,9188,58.89
Children's Family Services,Food Costs,TESCO STORE 2296,25/08/2016,9246,48.7
Children's Family Services,Other Transfer Payments to Soc,SCHUH LTD,02/09/2016,9316,55
Children's Family Services,Other Transfer Payments to Soc,J D SPORTS  100,02/09/2016,9317,70.05
Children's Family Services,Other Transfer Payments to Soc,BRAGGS,02/09/2016,9318,65.95
Children's Family Services,Food Costs,WH SMITH TRAVEL,04/07/2016,8612,3.99
Children's Family Services,Travelling Expenses,LUL TICKET MACHINE,04/07/2016,8613,35.3
Children's Family Services,Building Repairs & Maintenance,HOMEBASE LTD 024,04/07/2016,8614,64.88
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,04/07/2016,8619,55.95
Children's Family Services,Food Costs,SAINSBURYS 0513,04/07/2016,8620,144.96
Children's Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 163,04/07/2016,8623,59.03
Children's Family Services,Building Repairs & Maintenance,HOMEBASE LTD 024,05/07/2016,8631,27.49
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,05/07/2016,8637,17.75
Children's Family Services,Food Costs,SAINSBURYS 0513,05/07/2016,8638,108.53
Children's Family Services,Other Services,LONDON DUCKTOURS,05/07/2016,8651,44
Children's Family Services,Food Costs,MCDONALD'S,07/07/2016,8652,2.32
Children's Family Services,Food Costs,TESCO STORE 2296,06/07/2016,8662,41.44
Children's Family Services,Other Services,WWW.YELLOWMOON.ORG.UK,07/07/2016,8668,48.23
Children's Family Services,Building Repairs & Maintenance,TESCO STORE 2296,08/07/2016,8682,13.3
Children's Family Services,Food Costs,TESCO STORE 2296,08/07/2016,8690,43.44
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,11/07/2016,8697,17
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,11/07/2016,8701,36.7
Children's Family Services,Food Costs,SAINSBURYS 0513,11/07/2016,8702,144.41
Children's Family Services,Other Transfer Payments to Soc,CUBE HAIR DESIGN,12/07/2016,8708,20
Children's Family Services,Other Transfer Payments to Soc,MAKCARIES CENTRAL PARA,12/07/2016,8709,21.64
Children's Family Services,Other Transfer Payments to Soc,VICTORIA`S HEALTH AND,12/07/2016,8710,8.5
Children's Family Services,Travelling Expenses,ST PANCRAS INTERNATION,12/07/2016,8711,3.7
Children's Family Services,Travelling Expenses,LUL TICKET MACHINE,12/07/2016,8712,32
Children's Family Services,Food Costs,CO-OP GROUP FOOD,12/07/2016,8714,18.55
Children's Family Services,Other Transfer Payments to Soc,JD SPORTS INTERNET,12/07/2016,8718,45.99
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,13/07/2016,8730,53.1
Children's Family Services,Food Costs,SAINSBURYS 0513,13/07/2016,8731,145.18
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,14/07/2016,8740,12
Children's Family Services,Food Costs,ASDA SUPERSTORE,14/07/2016,8740,18.85
Children's Family Services,Building Repairs & Maintenance,WICKES,15/07/2016,8751,35.88
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,18/07/2016,8770,33.8
Children's Family Services,Food Costs,SAINSBURYS 0513,18/07/2016,8771,155.53
Children's Family Services,Cleaning and domestic material,AMAZON UK MARKETPLACE,19/07/2016,8790,65.82
Children's Family Services,Food Costs,TGI FRIDAY'S,20/07/2016,8803,100
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,20/07/2016,8824,42.75
Children's Family Services,Food Costs,SAINSBURYS 0513,20/07/2016,8825,161.96
Children's Family Services,Building Repairs & Maintenance,BUILDER DEPOT N11,21/07/2016,8837,31.87
Children's Family Services,Stationery,AMAZON UK RETAIL AMAZO,22/07/2016,8840,7.29
Children's Family Services,Food Costs,ASDA SUPERSTORE,22/07/2016,8852,37.83
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,22/07/2016,8853,88.42
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,22/07/2016,8854,17.97
Children's Family Services,Food Costs,SAINSBURYS 0513,25/07/2016,8873,105.45
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,25/07/2016,8874,52.2
Children's Family Services,Equipment and Materials Purcha,ARGOS NEW STHGATE,26/07/2016,8912,9.99
Children's Family Services,Building Repairs & Maintenance,HOMEBASE LTD 024,26/07/2016,8913,36.27
Children's Family Services,Equipment and Materials Purcha,ARGOS NEW STHGATE,26/07/2016,8914,179.98
Children's Family Services,Building Repairs & Maintenance,WICKES,26/07/2016,8915,25.48
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,26/07/2016,8919,29.35
Children's Family Services,Food Costs,SAINSBURYS 0513,26/07/2016,8920,126.1
Children's Family Services,Food Costs,ASDA SUPERSTORE,28/07/2016,8932,20.82
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS,28/07/2016,8933,20
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,01/08/2016,8965,25.3
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,01/08/2016,8965,94.05
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,02/08/2016,8990,12
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,02/08/2016,8990,80.83
Children's Family Services,Other Services,TEAM SPORT V/T,05/08/2016,9015,42.5
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,08/08/2016,9034,14.99
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,08/08/2016,9035,30.33
Children's Family Services,Food Costs,SAINSBURYS 0513,08/08/2016,9036,123.87
Children's Family Services,Equipment and Materials Purcha,AMAZON UK MARKETPLACE,11/08/2016,9076,11.81
Children's Family Services,Equipment and Materials Purcha,AMAZON UK MARKETPLACE,11/08/2016,9077,21.25
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,11/08/2016,9078,30
Children's Family Services,Food Costs,ASDA SUPERSTORE,11/08/2016,9078,26.17
Children's Family Services,Equipment and Materials Purcha,AMAZON UK MARKETPLACE,15/08/2016,9099,30.7
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS SACAT 0420,15/08/2016,9100,29.55
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,15/08/2016,9101,29.85
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,15/08/2016,9101,210.8
Children's Family Services,Equipment and Materials Purcha,AMAZON UK MARKETPLACE,15/08/2016,9107,84.9
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,16/08/2016,9122,60.58
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,16/08/2016,9122,92.45
Children's Family Services,Cleaning and domestic material,TESCO STORE 2296,18/08/2016,9136,9.2
Children's Family Services,Food Costs,TESCO STORE 2296,18/08/2016,9136,23.98
Children's Family Services,Publications,MR P K PATEL,18/08/2016,9142,171
Children's Family Services,Food Costs,MCDONALDS,19/08/2016,9154,18.76
Children's Family Services,Equipment and Materials Purcha,ASDA SUPERSTORE,19/08/2016,9156,43
Children's Family Services,Food Costs,ASDA SUPERSTORE,19/08/2016,9156,21.08
Children's Family Services,Other Transfer Payments to Soc,AMAZON UK MARKETPLACE,22/08/2016,9166,29.99
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,22/08/2016,9171,27.55
Children's Family Services,Food Costs,SAINSBURYS 0513,22/08/2016,9172,131.24
Children's Family Services,Stationery,AMAZON UK MARKETPLACE,23/08/2016,9195,27.84
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,23/08/2016,9196,20.2
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS TO YOU 0567,23/08/2016,9196,5
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,23/08/2016,9196,93.85
Children's Family Services,Other Services,TEAM SPORT,25/08/2016,9237,83.96
Children's Family Services,Other Services,TEAM SPORT V/T,25/08/2016,9238,50
Children's Family Services,Other Transfer Payments to Soc,"BOOTS,0785",26/08/2016,9258,2
Children's Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 380,26/08/2016,9259,65.03
Children's Family Services,Other Transfer Payments to Soc,PAK COSMETIC CENTR,26/08/2016,9260,5.98
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0513,29/08/2016,9284,32.4
Children's Family Services,Food Costs,SAINSBURYS 0513,29/08/2016,9285,161.8
Children's Family Services,Food Costs,CO-OP GROUP FOOD,29/08/2016,9295,7.34
Children's Family Services,Cleaning and domestic material,SAINSBURYS TO YOU 0567,30/08/2016,9299,16.7
Children's Family Services,Food Costs,SAINSBURYS TO YOU 0567,30/08/2016,9299,186.14
Children's Family Services,Other Services,VUE BSL LTD,31/08/2016,9303,50.45
Children's Family Services,Food Costs,ASDA SUPERSTORE,01/09/2016,9308,26.3
Children's Family Services,Building Repairs & Maintenance,WICKES,02/09/2016,9319,42.36
Children's Family Services,Other Services,AMF BOWLING,04/08/2016,9011,45.8
Children's Family Services,Food Costs,TESCO STORE 2296,04/08/2016,9012,40.21
Children's Family Services,Other Services,VUE BSL LTD,08/08/2016,9039,4
Children's Family Services,Food Costs,CO-OP GROUP 180240,08/08/2016,9040,11.21
Children's Family Services,Other Services,VUE BSL LTD,08/08/2016,9041,51.26
Children's Family Services,Food Costs,TESCO STORES 5125,09/08/2016,9053,115.79
Children's Family Services,Food Costs,MCDONALDS,09/08/2016,9054,27.93
Children's Family Services,Travelling Expenses,CORNER SERVICE STA,09/08/2016,9055,33.33
Children's Family Services,Food Costs,TESCO STORES 5125,10/08/2016,9069,13.07
Children's Family Services,Other Services,CLACTON PIER COMPANY L,10/08/2016,9070,59.97
Children's Family Services,Travelling Expenses,386511,10/08/2016,9071,6.5
Children's Family Services,Food Costs,TESCO STORES 5125,11/08/2016,9085,31.68
Children's Family Services,Other Services,PAVILION BOWL,12/08/2016,9090,53.7
Children's Family Services,Travelling Expenses,386511,12/08/2016,9091,6.5
Children's Family Services,Food Costs,EL GUACA MEXICAN GRILL,15/08/2016,9092,122.16
Children's Family Services,Miscellaneous Expenses,TESCO STORE 2296,24/08/2016,9236,12
Children's Family Services,Food Costs,TESCO STORE 2296,29/08/2016,9297,15.44
